Review_Title,User_Name,Rating,Review_Date,Review_Text
Solid noise canceling,melaniec172,4,2023-08-29,"I bought these for air travel because that plane droning noise drives me a little crazy, and I had a 6 hour flight coming up. I wore them on the bus to the airport as well as in the air, and they did a great job dimming the noise of both without completely blocking out outside sound (so if someone spoke to me, I could still hear it, just more faintly). The sound quality is good and I was able to watch a show on the plane without having to crank the sound up really high, which I appreciate (and I didn't even really need subtitles, which is HUGE for air travel for me!) I did find that my ears got a bit tired of wearing them, but again this was a 6 hour flight and so even with a few breaks, it was a long stretch of having earbuds in."
,WalmartCustomer,5,2023-08-28,Because the Airpods don't last long so I will have to buy another pair. This is the 3rd pair i've bought.
Staple,mirandaf38,4,2023-08-28,"I loves these I use them everyday, the draw back from them is that they only last me two years this is the second pair I've had and they don't last past two years, always the left speaker blows out. I still do really enjoy these and honestly I will keep repurchasing these"
Staple,mirandaf38,4,2023-08-28,"I loves these I use them everyday, the draw back from them is that they only last me two years this is the second pair I've had and they don't last past two years, always the left speaker blows out. I still do really enjoy these and honestly I will keep repurchasing these"
Received an old one,Hitesh,1,2023-08-28,They give me a old one… box was already opened
,Crystal,1,2023-08-28,I would like to return them they do not work
,Kyndal,4,2023-08-28,4 star only because my package was delayed otherwise the AirPods work great
,Crystal,1,2023-08-28,I would like to return them they do not work
,WalmartCustomer,4,2023-08-27,Reputable product.
Keep them safe and clean.,ambern181,4,2023-08-27,"I love air pods, they are great no wires and cords to get tangled up. Only downfall is if you do not have your phone in range it will not play or will have static. Please keep them clean and safe away from your dogs!!"
,maria,3,2023-08-27,So I don't know I went Toda to pick ma stuff bu ma airpod weren't there so mYbe yall could have them tommorow
,WalmartCustomer,4,2023-08-27,Reputable product.
,maria,3,2023-08-27,So I don't know I went Toda to pick ma stuff bu ma airpod weren't there so mYbe yall could have them tommorow
,WalmartCustomer,5,2023-08-27,"I redo this product this way, because I was looking at prices at other places, but they weren't as good as what the deal was for you guys."
"Decent sound, Convienient experience",danield130,4,2023-08-26,"Sound can be easily managed with an eq in music apps and the wireless charging case is very rugged and works very well, the hinge is also very fun to open and close."
They play pretty good,Tavia,5,2023-08-26,I love them. Very nice and loud also came with a charger so that's great . Been couple of weeks and hanven't broke or nothing yet so highly recommended for now.
Frustrating purchase,Jonathan,1,2023-08-26,Ear pieces are often not charging while in the case. Have had 3 sets and all had this issue.
Apple air pods,anniewe2cc,4,2023-08-26,"I do like Apple airbuds. Good sound quality , charging case, wire free. Cons are they are very expensive and very easy to lose. I also feel like they could be more comfy in my ears."
Great Purchase!!,Contessa,5,2023-08-26,I bought these for my daughter. She loves them. I purchased the air pods online and picked them. It was a seamless purchase!!
Look great and is comfortable to wear.,jenn68,4,2023-08-26,This is the first part of the wireless earbuds I own. And I think there great. They came with their own charging unit and cable. Their design is comfortable and nice looking. The battery lasts a long time from one charge. The sound is clear and you can talk to Seri and she will talk back throw the buds. The unit came well-packed and in a timely manner.
,Jesus,5,2023-08-25,They work amazing only thing is they came one day late (not a big deal) but overall they are clean and work smoothly
"Good connection, good sound",ann46,4,2023-08-25,"When watching movies or playing games on Apple home devices, it doesn't seem to feel the connection delay of the device. This 2nd generation headphone from Apple really did a good job of quick connectivity in the ecosystem. Friendly sound quality, with a little more bass than other devices in the same segment The midrange will be greatly enhanced, the vocals pass through extremely clearly. Voice calls are the best talking headphone."
one issue..,sanadan,3,2023-08-25,"Sound good compared to 2nd gen. The bass is a bit more noticeable and didn't really notice too much with the head tracking feature. However, the only gripe I have with is is the case! Users beware! If you drop, dangle, or even shake these hard enough they WILL fall out! Almost lost one but luckily my friend found found it in the parking lot. If anything, your better buying a case with some sort of clip or buckle."
Good choice,kevinf40,4,2023-08-25,I enjoy my air pods easily connected to my iPhone good quality sound I will be getting then next gen when I need a new pair you can't go wrong with these
,Jesus,5,2023-08-25,They work amazing only thing is they came one day late (not a big deal) but overall they are clean and work smoothly
Essential,daol1,4,2023-08-25,"I absolutely love my new Apple AirPods with Charging Case! They have quickly become an essential part of my everyday life. The convenience of being able to connect them to my iPhone effortlessly is fantastic. I no longer have to deal with tangled wires or struggling to find the right adapter. The audio quality is outstanding, providing a crisp and immersive sound experience. Plus, the battery life is impressive, allowing me to enjoy my favorite music and podcasts for hours on end. Overall, I couldn't be happier with my AirPods and I highly recommend them to anyone in need of a reliable and top-notch wireless earphone solution."
So much better than wires,emmaliek,4,2023-08-24,I love thèse AirPods but my only problem is that they don't sound as good as air pod pros. I love thèse they stay in my ear well and no wires which I love for when I'm laying down or exercise
Amazing,Esther,5,2023-08-24,"I love AirPods so much! They fit comfortably in my ears and the sound quality is so good. They can get lost easily and the sound can sometimes bleed out, but other than that I have absolutely no complaints."
Can use a headset in emergencies,loanc4,4,2023-08-23,"Alternately using the headset sides helps you save a significant amount of battery. in emergencies case, you must use the headset for longer, leave one AirPod in the charging case, use only the other. The one left after charging will be changed and used (if necessary)"
Always not easy to keep up with…,janiyar5,4,2023-08-23,"One of the AirPods tend to go missing under my bed sometimes while listening to music and I have to dig all underneath my bed just to find it. But nevertheless, the quality's is still good!"
Always not easy to keep up with…,janiyar5,4,2023-08-23,"One of the AirPods tend to go missing under my bed sometimes while listening to music and I have to dig all underneath my bed just to find it. But nevertheless, the quality's is still good!"
Great for on the go!,taylorjeannine,4,2023-08-23,"These are such a good product if using on the go! Easy to charge and keep in your ears. Love that they are wireless. You can go running with them walking, anything. These are a great gift!"
Can use a headset in emergencies,loanc4,4,2023-08-23,"Alternately using the headset sides helps you save a significant amount of battery. in emergencies case, you must use the headset for longer, leave one AirPod in the charging case, use only the other. The one left after charging will be changed and used (if necessary)"
,WalmartCustomer,5,2023-08-23,I was standing inside of Meijer electronics looking 4 airpods. Daughter birthday gift. They were looking in the back and I was on Walmart website ordering for cheaper and they were at the house the next day perfect timing
Always not easy to keep up with…,janiyar5,4,2023-08-23,"One of the AirPods tend to go missing under my bed sometimes while listening to music and I have to dig all underneath my bed just to find it. But nevertheless, the quality's is still good!"
Great for on the go!,taylorjeannine,4,2023-08-23,"These are such a good product if using on the go! Easy to charge and keep in your ears. Love that they are wireless. You can go running with them walking, anything. These are a great gift!"
expensive for what they are,refriedbeans,3,2023-08-23,"The Bluetooth functionality of these works great, but I would recommend looking elsewhere for wireless headphones. These don't fit in my ears well and are therefore uncomfortable, and there's no way to adjust the size."
,Lisa,4,2023-08-22,They sounds really good and they work great so far. Just bought a case for them.
Great headphones,nicoleschu13,4,2023-08-22,"I have had these headphones for about a year and I loveee them. They charge up very quickly and love the short cuts. The only downside to them is after a year of use, the volume is not where it used to be. I have to listen to it at full volume to hear music. Maybe this is what happened with the headphones aging, but I would buy again."
,Lisa,4,2023-08-22,They sounds really good and they work great so far. Just bought a case for them.
,Sedriyouna,1,2023-08-22,Want my refund they wasn't loud
,Lisa,4,2023-08-22,They sounds really good and they work great so far. Just bought a case for them.
Awesome,saadh2,4,2023-08-21,"They are great and sound quality is good, i would say they lack in better battery life, overall i would say they are good and i love using then despite a few issues"
Great,rinaw2,4,2023-08-21,I love these headphones because they're so easy to use and you can store them very easily since they are so small. The case is really cool because you can charge your AirPods without having a charging cord with you at all times. I use these all the time in the sound quality is amazing.
Low battery life,Mac,4,2023-08-21,The charge doesnt last very long but for the price not bad
Good headphones,brookew146,4,2023-08-21,"Good headphones! I have a hard time using in ear earbuds as they don't stay in my ears, so this shape of earbud is perfect. The sound is good and they charge very fast."
these fall out easily,ariken,4,2023-08-21,when these first came out i was in lovee. they work pretty well and i had no problems with them. but the longer i had them i realized the ear wax is really hard to get out and they slide right out of my ears. no matter how hard i try to keep them in they fall out.
Is honestly okay,js142,4,2023-08-21,I think it's over price but it does the job is the best of the best no really it has a lot of flaws but also has a lot of good 1.the battery dies out fast 2.it takes a while to charge
good for daily,michelleb940,4,2023-08-21,"i use this when i'm at the gym or when i go out or when i'm at school, and it's very useful i listen to my music very well, and i enjoy this , and it's loud enough"
Awesome,saadh2,4,2023-08-21,"They are great and sound quality is good, i would say they lack in better battery life, overall i would say they are good and i love using then despite a few issues"
Honest review,goldy_mel,4,2023-08-21,I didn't like these AirPods they didn't sound clear and they were expensive and they're small they are too small and I already lost one I can to buy another one
these fall out easily,ariken,4,2023-08-21,when these first came out i was in lovee. they work pretty well and i had no problems with them. but the longer i had them i realized the ear wax is really hard to get out and they slide right out of my ears. no matter how hard i try to keep them in they fall out.
Great,rinaw2,4,2023-08-21,I love these headphones because they're so easy to use and you can store them very easily since they are so small. The case is really cool because you can charge your AirPods without having a charging cord with you at all times. I use these all the time in the sound quality is amazing.
Honest review,goldy_mel,4,2023-08-21,I didn't like these AirPods they didn't sound clear and they were expensive and they're small they are too small and I already lost one I can to buy another one
Is honestly okay,js142,4,2023-08-21,I think it's over price but it does the job is the best of the best no really it has a lot of flaws but also has a lot of good 1.the battery dies out fast 2.it takes a while to charge
these fall out easily,ariken,4,2023-08-21,when these first came out i was in lovee. they work pretty well and i had no problems with them. but the longer i had them i realized the ear wax is really hard to get out and they slide right out of my ears. no matter how hard i try to keep them in they fall out.
Honest review,goldy_mel,4,2023-08-21,I didn't like these AirPods they didn't sound clear and they were expensive and they're small they are too small and I already lost one I can to buy another one
its used to listen to music or anything. its wireless headphones,alexiaf44,4,2023-08-20,i like to watch my shows or listen to music with my airpods so nobody has to listen to it out loud. It charges pretty quick and its such a vibe and i love it
not bad,savannahn45,3,2023-08-20,it works i like them just doin last very long sometimes they don't actually stay charged all the way. sometimes other people can here the what ur listening too. whcih is annoying but i'm pretty sure most air pods do that at some point of time. but they work they are nice not the best tho
,Priscila,5,2023-08-20,"It took a while but it's understandable, it arrived safe and sound and very early in the hour, so loved that. Great service"
,Priscila,5,2023-08-20,"It took a while but it's understandable, it arrived safe and sound and very early in the hour, so loved that. Great service"
,Priscila,5,2023-08-20,"It took a while but it's understandable, it arrived safe and sound and very early in the hour, so loved that. Great service"
not bad,savannahn45,3,2023-08-20,it works i like them just doin last very long sometimes they don't actually stay charged all the way. sometimes other people can here the what ur listening too. whcih is annoying but i'm pretty sure most air pods do that at some point of time. but they work they are nice not the best tho
Airpod,tiffanyn153,4,2023-08-20,I have been using this Airpod for 3-4 years until I got a new one - Airpod Pro. It is small and cute size. I like the Pro more just because of the noise canceling
100-percent Apple and better price with Walmart,Watergirl,5,2023-08-20,Great product. My old ones weren't charging well so I had to purchase a new pair. Same model. Love them!!
Just ok!,lillyn28,3,2023-08-20,"Bought 1 pair for my daughter. First she very enjoyed, and later she complain not stay in her ears very well. After 1 years the AirPod stopped working. Maybe something wrong with my items. ButI still love all products from Apple."
Airpod,tiffanyn153,4,2023-08-20,I have been using this Airpod for 3-4 years until I got a new one - Airpod Pro. It is small and cute size. I like the Pro more just because of the noise canceling
Very good,naomih105,4,2023-08-20,I love these AirPods so much and I use them every single day but after about two years they stopped working as well and they sound quality is quiet and one airpod is quieter than the other. I have to listen on full volume to hear it perfectly.
,Priscila,5,2023-08-20,"It took a while but it's understandable, it arrived safe and sound and very early in the hour, so loved that. Great service"
"Comfortable, convenient charging on the go",samanthag554,4,2023-08-19,"After many years of sticking with the traditional iPhone headphones, I finally made the switch to AirPods. All of the concerns about misplacing these were never actually a problem. Instead they're super convenient, charge quickly in the case on the go, are great for travel (no more knots and tangles). Just make sure to clean the buds regularly especially if you wear them while exercising etc."
Good,parthp9,4,2023-08-19,"It's a good product for sure. Stays in your ears without discomfort with good audio quality. However, battery does run out in few hours when wearing. Would prefer if it lasted longer"
Good,parthp9,4,2023-08-19,"It's a good product for sure. Stays in your ears without discomfort with good audio quality. However, battery does run out in few hours when wearing. Would prefer if it lasted longer"
don't drop them,apann,3,2023-08-19,"i'm a very clumsy person and tend to drop my airpods very frequently. i find that when i drop my airpods, it shatters the microphone or something because my volume is very low on facetime for the receiving party. no amount of rice will fix my microphone"
Nice first Apple airpods,phuongp16,4,2023-08-19,This was my first Apple Airpods. I bought it because it was very convenient that I could wear everywhere without being annoyed by the wire. The sound quality was ok. One thing I didn't like was the body of the airpods were a bit long. It easily felt out if I didn't pay attention. It was acceptable because it was the first Apple wireless earphones.
Volume,joidiayad,3,2023-08-19,Of course most apple products are amazing. I have had about 3 pair do to the fact overtime one of the ear buds become very faint but over all I would recommend.
Stays in small ear canals!,rachellll,4,2023-08-18,I bought these with the expectation that they would not be used for exercise as I thought they would fall out. I was wrong! These stay in! They have good sound quality as well! I do wish they would turn up a little louder as I like my music deafeningly loud but that's ok.
,Cynthia,5,2023-08-18,These are a gift for my grandson His dad says he will like them They were on sale and I have seen them for a lot more money He just got an I phone The music will sound great coming from his phone
Work well for what they are,quinnl9,4,2023-08-18,"Great for running and working out, stay in your ear well if you are upright. The sound quality isn't amazing but they are lightweight and comfortable"
Work well for what they are,quinnl9,4,2023-08-18,"Great for running and working out, stay in your ear well if you are upright. The sound quality isn't amazing but they are lightweight and comfortable"
,WalmartCustomer,1,2023-08-18,I have not gotten the item as promised.
,WalmartCustomer,1,2023-08-18,I have not gotten the item as promised.
Essential,ashleyh1188,4,2023-08-17,"I love my AirPods, i use them almost daily. The only downside is the time it takes to fully charge them again, but other than that they're confortable and produce great sound"
AirNots,bearsandtacos,2,2023-08-17,I have a pair of Apple AirPods and they were not comfortable or very fitting to my ears. They always fallout and I'm scared I'm gonna lose them when working out. I had to buy adapters plus to fit and stay in my ear. They're very pricey for something I can't use as it was intended for. For the price I do t recommend I would go with something else or at least try them before buying. On a good note the sound was great. I had no issues with my music or phone calls. They paired with my laptop too so I was able to join meetings and use my AirPods.
Awesome,isabellm9,4,2023-08-17,"My original airpod case just stopped charging out of nowhere. Turns out its a very typical issue to happen. Im not spending another 100 for a new airpod case or airpods in general. These are a great, cheap replacement. They are the same size as my originals. Everything is relatively the same."
Essential,ashleyh1188,4,2023-08-17,"I love my AirPods, i use them almost daily. The only downside is the time it takes to fully charge them again, but other than that they're confortable and produce great sound"
Fave earphones,jackaaayx,4,2023-08-17,I love how these stay in my ear and don't fall out. The sound is pretty decent. The main con is they don't last longer than 3-4 hours charged 😭. I deff prefer this version over the newer ones.
,WalmartCustomer,1,2023-08-17,After five days still no AirPods.
Happy customer,Vals2Sense,5,2023-08-17,"I bought these for my Mom for her birthday and she loves them. She wanted them for her iPad. I am an Android user and wasn't sure they would work with her device, but they did. She was able to have them up and working in no time and uses them every day."
Happy customer,Vals2Sense,5,2023-08-17,"I bought these for my Mom for her birthday and she loves them. She wanted them for her iPad. I am an Android user and wasn't sure they would work with her device, but they did. She was able to have them up and working in no time and uses them every day."
Good headphones,alyssac440,4,2023-08-17,"These are good headphones for everyday use but they are kind of difficult to clean and also workout with, if they fall out which they do frequently you have no chord so keep that in mind"
Fave earphones,jackaaayx,4,2023-08-17,I love how these stay in my ear and don't fall out. The sound is pretty decent. The main con is they don't last longer than 3-4 hours charged 😭. I deff prefer this version over the newer ones.
Awesome,isabellm9,4,2023-08-17,"My original airpod case just stopped charging out of nowhere. Turns out its a very typical issue to happen. Im not spending another 100 for a new airpod case or airpods in general. These are a great, cheap replacement. They are the same size as my originals. Everything is relatively the same."
Good headphones,alyssac440,4,2023-08-17,"These are good headphones for everyday use but they are kind of difficult to clean and also workout with, if they fall out which they do frequently you have no chord so keep that in mind"
,BRIAN,3,2023-08-17,The score is base on the facts the air pods won't stay in my ears and sometimes charge last longer in one more than the other
Where is my air pods,Isha,3,2023-08-17,My tracker is in the same place
,bears1201,5,2023-08-16,i love these. hands free comes in amazing in car. the new law of not having phone in hand makes these priceless to me
"Standard product, gets the job done",ganesi,4,2023-08-16,"In a market littered with options, this is the safe choice. It's easy to pair with devices, fits well enough, and sound quality is good. The newer models have better features but no complaints on this standard option"
They quit working fairy easily,alexisa785d,4,2023-08-16,"My husband and I have had our AirPods for two years, and they are already going out. They work well, they just don't last long like most apple products."
Are they worth taht much money?,ashleyr1028,4,2023-08-16,I love this because u dont get wires tangled with eachother but i dont like how u can loose them fast but is good that iPhones can track them down unlike wite headphones.
,shelbyane,1,2023-08-15,1.5 months after purchased sound cut in/ out. Took to apple and was told here was a hardware issue and it would be 169 to repair. I purchased Walmart electronic protection that told me apple-care should cover as it was under a year.
,shelbyane,1,2023-08-15,1.5 months after purchased sound cut in/ out. Took to apple and was told here was a hardware issue and it would be 169 to repair. I purchased Walmart electronic protection that told me apple-care should cover as it was under a year.
,shelbyane,1,2023-08-15,1.5 months after purchased sound cut in/ out. Took to apple and was told here was a hardware issue and it would be 169 to repair. I purchased Walmart electronic protection that told me apple-care should cover as it was under a year.
No happy with this purchase.,Rose,1,2023-08-14,They will not stay charged!!
,Tejada,3,2023-08-14,the Bluetooth connection isnt very good
No happy with this purchase.,Rose,1,2023-08-14,They will not stay charged!!
,WalmartCustomer,3,2023-08-14,"Although the convince of getting this shipment was satisfying, communication was great. I could have gotten the same thing somewhere cheaper. My overall satisfaction was a 3"
,Tejada,3,2023-08-14,the Bluetooth connection isnt very good
,Ramecia,4,2023-08-13,"I love them, works great I can finally hear! 10/10 performance."
,Jamie,5,2023-08-12,Works. And thank you Walmart for delivering promptly. Everything is wonderful with the product and delivery.
Definitely Worth My $99!!,TBB1983,5,2023-08-12,"I bought this item on sale for $99. I've always refused to pay exuberant prices for these so I bought generic ear buds n they worked. However, when I got these, the music was another level! I can't explain it. It was as if I was front n center of a private concert in a small room. It is amazing! I would, however, not pay more than what I did. I'm glad I got a bargain with the sale price."
It's great to shopping in Walmart.,Gaetan,1,2023-08-12,I like Apple AirPods but the charger is not good It's doesn't work.
,Annie,4,2023-08-11,my daughter loves them she uses them everyday but a few times ahe said she couldnt hear
,Annie,4,2023-08-11,my daughter loves them she uses them everyday but a few times ahe said she couldnt hear
Great quality for a great price,Girlmom08,5,2023-08-11,"Love these, my daughter has a Samsung and they still work with it. Had to buy my other daughter a set too, they both love them."
,Annie,4,2023-08-11,my daughter loves them she uses them everyday but a few times ahe said she couldnt hear
best of the best,christianp40,4,2023-08-10,i don't care what anyone says apple made wireless earbuds popular again. the airpods were super revolutionary and i want to say companies started copying them due to the rise of wireless headphones sales
,Bee,4,2023-08-09,Got them for my girl. She love them
Wife happy,Ken,5,2023-08-07,Easy to find and best price online. Added additional warranty. Happy to replaced the one she lost.
Wife happy,Ken,5,2023-08-07,Easy to find and best price online. Added additional warranty. Happy to replaced the one she lost.
trash,heatherg2385,1,2023-08-07,"Lasted about 6 months and then they stopped charging, also had bought the warranty through Walmart and said they wouldn't cover it because i had to go through the manufacturer first. Apple was going to charge $70 for a replacement so was a total waste of money."
Not Only For The Young At Heart,DB,5,2023-08-07,These were a gift for someone that's never had wireless earbuds before. (The 50 generation) She loved the sound quality and listens to music all day through her AirPods now. I thought it might be hard for her to answer calls but she's learned everything quite quickly. I bought these on sale which was also a plus.
,WalmartCustomer,4,2023-08-07,The Pods are in good condition and the price was standard - they had some issues charging at first but i think that was a minor glitch.
,Sheri,3,2023-08-06,See they were good at first but then they keeping doing this thing where it just stops playing the music all of a sudden. The crazy part about it is the fact the music is playing but sound won't come out.
Kinda suck,Sabra,3,2023-08-06,AirPods constantly drop from Bluetooth connection and have a lot of static . This is my third pair of AirPods and have never had this issue with any of the others or with my off brands from amazon. Very frustrating.
,WalmartCustomer,1,2023-08-06,I have not received it yet.
Kinda suck,Sabra,3,2023-08-06,AirPods constantly drop from Bluetooth connection and have a lot of static . This is my third pair of AirPods and have never had this issue with any of the others or with my off brands from amazon. Very frustrating.
,Ethel,1,2023-08-06,After a week it stop fully charging
,Ethel,1,2023-08-06,After a week it stop fully charging
,WalmartCustomer,1,2023-08-06,I have not received it yet.
,ILoveit,4,2023-08-04,"2years ago I by and I used perfect, and I lost then some months ago , I by new this size for my ears good . And I order same ,not to bed but before what I buy it was better then this now . Sometimes don't here good."
Won't stay changed,Bob,1,2023-08-03,Bad ones
,WalmartCustomer,5,2023-08-02,Perfect clean fresh out the box and beautiful quality in sound and case and the airpods in general. Perfectly fits in my ear
,WalmartCustomer,5,2023-08-02,Perfect clean fresh out the box and beautiful quality in sound and case and the airpods in general. Perfectly fits in my ear
,Brettt,1,2023-07-31,U dropped it off at the wrong house….
Ugh,Kayla,2,2023-07-30,I shoulda listened to the reviews. A month later and they're beginning not to connect at all or the connections goes in and out. I've been more than delicate with them. Smh it's too much of a hassle to try and return this point. Buy at your own risk!
,Santana,2,2023-07-30,They don't last long at all volume be real low
,Shaun,4,2023-07-30,Not a one size fit all regarding actual fit in ear. However functionally sound.
,Shaun,4,2023-07-30,Not a one size fit all regarding actual fit in ear. However functionally sound.
,WalmartCustomer,4,2023-07-29,"Not all ears are shaped in the same manner, naturally they'll fit better in a larger ear which I don't have."
Frustrated. Although it still works thank god,Jay,1,2023-07-28,It was cracked when I recieved it! Didn't get three apple insurance so I'm stuck with it.
Im pretty sure they're refurbished,neece,1,2023-07-28,"They don't automatically connect to my phone. i have to switch to airpod once i have them in. at times if i put in the second one, the call won't come in. i have to put it back in the case and do it again. my husband is having the sand issue. bought two of them. threw away the boxes so pretty sure we can't return them, but im 95% sure they gave me refurbished airpods"
,Shalonda,1,2023-07-27,Can't hear AirPods we're used
,Maria,1,2023-07-27,The box was open and the airpods were dirty under the name Jaylen
,,4,2023-07-27,Love em wish they had the transparency option
,Nicoli,4,2023-07-26,I like them I recommend getting some kind of ear grip's because they do slip out of my ears
,Nicoli,4,2023-07-26,I like them I recommend getting some kind of ear grip's because they do slip out of my ears
Not good,Cindy,1,2023-07-26,These AirPods kept disconnecting and cutting off my show or music. Honestly they feel cheap.
Ok love the convenience,Leilani,3,2023-07-26,Does not stay charges long enough for me but I think it will depend on the person usage
Not good,Cindy,1,2023-07-26,These AirPods kept disconnecting and cutting off my show or music. Honestly they feel cheap.
,Anthony,3,2023-07-24,It say generation 2 but I got the generation 1 they capping
,Anthony,3,2023-07-24,It say generation 2 but I got the generation 1 they capping
Short lived,Joy,2,2023-07-23,Ear pods stopped working after a few months
,Dejha,3,2023-07-22,"occasionally, while speaking on the phone using the airpod, the person on tbe line is not hearing me."
Great so far!,denisencj2001,5,2023-07-22,These fit my ears much better than the generation 3 pair. The 3rd generation pair were way too big for my ears and constantly fell out.
Great so far!,denisencj2001,5,2023-07-22,These fit my ears much better than the generation 3 pair. The 3rd generation pair were way too big for my ears and constantly fell out.
Nah,Becky,1,2023-07-22,Had to return because sound was lousy and wouldn't stay in ears
DEF BUY THIS DONT LISTEN TO THOSE PEOPLE THEY LIE,nicholas,5,2023-07-22,Just got I like couldn't be more perfect timing just got back from a camp ordered it wensday a hour before I got home it was delivered to my door
Great so far!,denisencj2001,5,2023-07-22,These fit my ears much better than the generation 3 pair. The 3rd generation pair were way too big for my ears and constantly fell out.
,Dejha,3,2023-07-22,"occasionally, while speaking on the phone using the airpod, the person on tbe line is not hearing me."
DEF BUY THIS DONT LISTEN TO THOSE PEOPLE THEY LIE,nicholas,5,2023-07-22,Just got I like couldn't be more perfect timing just got back from a camp ordered it wensday a hour before I got home it was delivered to my door
Great so far!,denisencj2001,5,2023-07-22,These fit my ears much better than the generation 3 pair. The 3rd generation pair were way too big for my ears and constantly fell out.
,WalmartCustomer,5,2023-07-21,To win a chance for the 1000$ . Hahaha Product was good and it needs a review feedback for other to buy
,Kathleen,1,2023-07-21,I received them fully charged but the volume is incredibly low.
Wouldn't repurchase,Amaja,3,2023-07-21,I dislike how when you wear them for to long your ears start to hurt also they fall out my ear a lot.I like how they connect quickly and pause once one AirPod is out your ear.the AirPods do last a long time
,Kathleen,1,2023-07-21,I received them fully charged but the volume is incredibly low.
Good,kyrak27,4,2023-07-20,"This is a good product, they work well and I use them often. Expensive but I think it's worth the investment. I recommend to anyone looking currently"
False,Guilherme,1,2023-07-20,I'm at apple because the headset stopped working and they're telling me that this headset is fake
,Lena,4,2023-07-20,Love the quality and sound of these AirPods but I have a hard time keeping them in my ears.
I will give this product a 100%,Miniesia,5,2023-07-20,"Best ear pods ever. They are very clear and tell you when an incoming calls are in progress, then they ask if it should answer the call."
Not good,tareq,1,2023-07-20,Stop working and have %23 Warranty. I don't know what to do.
False,Guilherme,1,2023-07-20,I'm at apple because the headset stopped working and they're telling me that this headset is fake
Okay,oliviaa225,3,2023-07-19,Falls out of ears. Are not comfortable. They connect quick which is nice. Batter lasts a long time. Not impressed with the sound quality. They are just okay.
dont buy doesnt pair or stay charged.,Erika,1,2023-07-19,this item wont pair with anything not a single device. it doesnt hold a charge and walmart will not issue refund or return or replace nothing. it was a fathers day gift and totally sucks. i wouldnt buy this again i recommend it to NOONE.
dont buy doesnt pair or stay charged.,Erika,1,2023-07-19,this item wont pair with anything not a single device. it doesnt hold a charge and walmart will not issue refund or return or replace nothing. it was a fathers day gift and totally sucks. i wouldnt buy this again i recommend it to NOONE.
,WalmartCustomer,5,2023-07-19,"I got a good deal with the back to school discounts, those airpods go for about $120 or more everywhere else."
,WalmartCustomer,3,2023-07-19,"The right airpod does not stay in my ear, but the left one does. Physical bodies are different so its challenging to make a one size fits all."
good but the sound could be better,Arielle,3,2023-07-18,the sound would go in and out of the airpods at time
,Katina,1,2023-07-18,They were not authentic airpods! I am very disappointed!
alright,N,2,2023-07-18,they worked well but i think this gen of airpods always get really quiet after a while. ive had two pair plus everybody ive known with them have also experienced it
,WalmartCustomer,5,2023-07-18,I've always been iffy as if I wanted to purchase them but they are a great product with great sound quality and definitely were worth what I paid for them!
,WalmartCustomer,5,2023-07-18,I've always been iffy as if I wanted to purchase them but they are a great product with great sound quality and definitely were worth what I paid for them!
,WalmartCustomer,5,2023-07-18,I've always been iffy as if I wanted to purchase them but they are a great product with great sound quality and definitely were worth what I paid for them!
10/10,Victoria,5,2023-07-17,I love how noise canceling they can be. Siri picks up good when I need to change a song. The battery life is amazing still. I've had these for 3 years and they work like I just bought them.
10/10,Victoria,5,2023-07-17,I love how noise canceling they can be. Siri picks up good when I need to change a song. The battery life is amazing still. I've had these for 3 years and they work like I just bought them.
,Giuliana,1,2023-07-17,"Came in clear wrapper and left on doorstep. For an expensive item like this, it should be in a box and not to mention gave away my surprise gift for my boyfriend"
10/10,Victoria,5,2023-07-17,I love how noise canceling they can be. Siri picks up good when I need to change a song. The battery life is amazing still. I've had these for 3 years and they work like I just bought them.
,john,2,2023-07-17,I'm told I sound muffled when speaking on the phone
10/10,Victoria,5,2023-07-17,I love how noise canceling they can be. Siri picks up good when I need to change a song. The battery life is amazing still. I've had these for 3 years and they work like I just bought them.
Great sound and long battery life.,taylork202,4,2023-07-17,I love my airpods. This is the second version i've purchased! They're great for listening to music and blocking the world out. I also love that they will read texts and other notifications out loud while on the go.
,John,5,2023-07-17,I love the headphones so much they are very comfortable and they work very well and haven't had any problems with it yet.
,john,2,2023-07-17,I'm told I sound muffled when speaking on the phone
Great sound and long battery life.,taylork202,4,2023-07-17,I love my airpods. This is the second version i've purchased! They're great for listening to music and blocking the world out. I also love that they will read texts and other notifications out loud while on the go.
,Giuliana,1,2023-07-17,"Came in clear wrapper and left on doorstep. For an expensive item like this, it should be in a box and not to mention gave away my surprise gift for my boyfriend"
Absolutely fabulous!!!!,Gina,5,2023-07-16,I love how it sets in ear not painful and I order the over ear holder that holds them in place!! Great Buy!!
,Michael,1,2023-07-15,Charged AirPods barely use only one fully charged just sad
"Great product, great shopping experience.",Douglas,5,2023-07-13,"The AirPods 2G sounds great, connects effortlessly via Bluetooth, and has a long battery life. Walmart's price was very good. Online ordering was quick and easy. Shipping was free and I received the Airpods the same day I ordered them."
Worth it!,Emily,5,2023-07-13,"I thought other brands would be similar quality, but nothing really compares to these Apple Air Pods. Crisp, clean sound and long lasting battery!"
,sandy,1,2023-07-12,"wrong description was first generation, not second generation as advertised"
AirPods,Esther,5,2023-07-12,Wish they were louder. But otherwise they are great. When someone is calling it notifies you that someone is calling and you have to options to say yes or no to answer the call. Love them
